,key_0,choice,path,maxsum,lineloc,ING Stage DCP-raw,stage_filtered
131,6/24/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210624_090000.jpg,301,341,,
132,6/24/2021 12:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210624_120000.jpg,302,342,,
133,6/24/2021 15:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210624_150000.jpg,302,342,0.0579,
134,6/24/2021 18:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210624_180000.jpg,292,370,0.0579,0.133325
135,6/24/2021 21:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210624_210000.jpg,284,355,0.2073,0.3150875
136,6/25/2021 0:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210625_000000.jpg,293,333,,0.583042857
137,6/25/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210625_030000.jpg,283,323,0.6035,0.5913375
138,6/25/2021 6:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210625_060000.jpg,288,328,0.57,0.5616
139,6/25/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210625_090000.jpg,292,332,,0.4255875
140,6/25/2021 12:00,,,,,,0.288454545
141,6/25/2021 15:00,,,,,,0.185416667
142,6/25/2021 18:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210625_180000.jpg,282,360,,0.162385714
143,6/25/2021 21:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210625_210000.jpg,692,360,0.1707,0.17556
144,6/26/2021 0:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210626_000000.jpg,282,322,,0.276942857
145,6/26/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210626_030000.jpg,283,323,,0.379257143
146,6/26/2021 6:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210626_060000.jpg,283,323,,0.378371429
147,6/26/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210626_090000.jpg,295,335,,0.3223
148,6/26/2021 12:00,,,,,,0.243844444
